,episode_number,Episode_title,description,Episode_runtime,Released_on
28,3029,Mr,"The end of lockdown reignites Gokuldham Society’s exhausted passion, and everyone is filled with vigour. Mehta Saab gets a call from his boss, who asks him to resume his office from the next day. Meanwhile Bhide gears up to deliver the pickles and papad. Later, Gokuldham residents meet on a video call to discuss the precautions to be taken in this new normal.",21 mins,04 Nov 2020
29,3030,Bhide’s Covid-19 Caution,"With Gokuldham society getting back to normalcy in a phase-wise manner, everyone is pretty excited to resume their usual lifestyle. The residents are hopeful about the launch of the vaccine to combat this deadly virus. However, Bhide reminds everyone that it is not yet time to be complacent about the situation, as the virus is still active in the environment. He encourages everyone to continue taking proper precautions.",20 mins,05 Nov 2020
30,3031,"Jetha, The Night Owl","Jethalal has been the most affected due to the lockdown, in that his habit of sleeping early has entirely gone for a toss. Tapu fears that if Jetha does not sleep on time, he will not be able to wake up early and thus will reach his shop late. Tapu Sena and Bapuji urge him to sleep on time. Will Jetha be able to revert to his previous sleeping habit?",21 mins,06 Nov 2020
31,3032,Jethalal’s Antics,"No one likes to be on the receiving end of an unusual request in the middle of the night, so one can guess how Bhide feels when Jetha asks him to iron his shirt at midnight. He doesn’t shy away from expressing his anger about the same to Madhavi. Meanwhile, Jetha tries to iron his shirt on his own, but struggles. So, Tapu comes and helps him.  Later, Jetha has a nightmare about coronavirus. Watch this episode to find out why Jethalal is engaging in these antics.",22 mins,09 Nov 2020
32,3033,Jetha Confronts Coronavirus,"Fear is the engine that drives the entire universe. It not only controls our behaviour but also turns our most undesirable experiences true. For Jethalal, it comes in the middle of the night, and in the form of Coronavirus, and takes him by surprise. Initially, all he can feel is shock, but when the coronavirus threatens to attack Champak, he loses his calm and starts beating the virus. And it is not till later that he returns to his senses and realises that it was only a dream.",19 mins,10 Nov 2020
33,3034,"Missing In Action, Popatlal","As the lockdown has eased, Gokuldhamvaasis gear up to resume their normal lives. Excited to commence work, the Gokuldham tribe is all set to head out to their respective workplaces. While they all are waiting in Sodhi's car for Popatlal to show up, the reporter seems to be missing.",21 mins,11 Nov 2020
34,3035,Popatlal’s Unspoken Sorrow,"Popatlal’s sudden disappearance panics everyone, and they start looking for him everywhere. Then at some point, they realise that Popatlal has locked himself in his house. His sudden change of behaviour convinces everyone that something is amiss about him. Therefore, the residents of Gokuldham pull up a funny act to make him leave his house. ThisTheir shenanigans infuriates Popatlal. He storms outside his house but denies to tell the reason for his sadness.",21 mins,12 Nov 2020
35,3036,Popatlal’s Toofani Loss,"The mystery and concern surrounding Popatlal’s sudden drop in behaviour is still coursing through the veins of Gokuldham residents. But no matter how sincerely they ask Popatlal the reason for his sadness and anger, Popatlal refuses to speak up. Finally, after a certain point, Popatlal realizes that they won’t give up and informs them that he has lost his job at Toofan Express. This upsets everyone, but to support their grieving friend, they insist that he mustn’t lose hope.",22 mins,13 Nov 2020
36,3037,"All Is Well, Popatlal","All of Gokuldham has long been worried about what’s eating Popatlal. When they understand what it is, they step forward to console him and encourage hope. Tapu Sena, along with Bapuji pray to God for peace, harmony and happiness for everyone. Popatlal also joins in, opening up about his unsettling situation to Bapuji and to God. Parallely, Bagha and Magan have thought of surprising their Shethji with a little something. Watch this episode to see how Jetha finds their sincere gesture.",19 mins,16 Nov 2020
37,3038,Jethalal Pleasantly Surprised,"Just like Mr. Mehta, Jethalal also has a story to share, regarding him resuming work. He narrates the incident where he was wonderfully surprised by Bagha and Magan. Jethalal feels ecstatic with this gesture and gets in a banter mode with Iyer. He even consoles Popat that soon, all’s going to be okay with him.",20 mins,17 Nov 2020
38,3039,Popatlal And Phone Call,"While Jethalal and his friends are catching up at Abdul’s shop, Popatlal joins them. Unfortunately, he has only bad news to share that his office is going to pay his pending salary late. Everyone consoles him. Later, Popat gets startled following a phone call.",21 mins,18 Nov 2020
39,3040,"Ready To Seek A Job, Popatlal","Already frustrated with his unemployment, Popatlal loses his cool when the marriage bureau rejects him on the basis of being unemployed. Hence, he asks his friend and advisor, Taarak Mehta, to help him create an appealing resume for his job application. Tune into this entertaining episode to find out if an updated resume gets Popatlal hired or not.",21 mins,19 Nov 2020
40,3041,Popatlal’s Job Luck,"Popatlal, in order to secure a job for himself, goes about distributing his resume to Iyer and Dr. Haathi, and requests them to float the news around to their acquaintances. But it is Sodhi, who gets Popatlal a job. Find out in this episode, what’s the nature of this new job.",20 mins,20 Nov 2020
41,3042,Popatlal’s Neverending Troubles,"Popatal is ecstatic when he gets a job at Sodhi’s garage, but as he begins working there, he soon realizes that he has bitten more than he can chew. So he leaves the job and visits Mr. Mehta at his office, seeking a job opportunity. But he unknowingly disrespects Mr. Mehta’s boss, which nullifies the chances of him getting a job. When all doors are closed, Popatlal meets Jethalal and requests him to give him a job. Will Jethalal grant his request? What fate has in store for Popatlal?",21 mins,23 Nov 2020
42,3043,"Popatlal, A Vegetable Vendor?","The unemployment has hit Popatlal hard and he visits Jethalal’s shop in desperation. Bagha gives Popatlal and Jetha a few ideas regarding Popatlal’s job, but none of those ideas work in the favour of Popatlal. Later, his sorry position even coerces Popatlal to become a vegetable vendor, but a reality check makes him drop his unusual professional detour.  Will fate ever turn the tables in Popatlal’s favour?",21 mins,24 Nov 2020
43,3044,"Pickle, Papad, Popatlal","Popatlal, after losing his reporter’s job, is trying to get engaged in a new job. Unable to cope with the mechanic’s job at Sodhi’s garage, he next approaches Madhavi with a request, to make him a business partner, in the delivery of achaar and papad. What remains to be seen is, whether or not Madhavi agrees to this idea? Find out in this episode.",19 mins,25 Nov 2020
44,3045,"The Distracted Delivery Boy, Popatlal","Madhavi sends Popatlal for a delivery to an old customer. Popatlal leaves for the same on Bhide’s Sakharam, the scooter. But on his way to the customer, he gets distracted by an unknown girl, who is in need of help. What repercussions do Madhavi and Bhide have to face due to this detour? Does Popatlal get rewarded or punished for helping the stranger? This interesting episode holds your answers. Watch now.",20 mins,26 Nov 2020
45,3046,Popatlal’s Gaddbad-Ghotala,"Popatlal arrives to make the delivery of the aachar-paapad, but observes a husband manhandling his wife. Furious at this act, Popatlal takes the husband to task and threatens to file a police report. Later, on his way back to Gokuldham, Popatlal gets distracted with Bhide’s call and meets with an accident. With Sakharam broken in two parts, watch this episode to find out how Bhide will take this news.",21 mins,27 Nov 2020
46,3047,Popatlal’s Shocking Letter,"After the whole Sakharam fiasco, Bhide introspects his actions and apologises to Popatlal. Taarak Mehta and the other members of Gokuldham society try their best to find a suitable job for their dear friend, Popatlal. Later, like any normal day, Jethalal and Iyer continue to tease each other. Everything goes well, until Iyer tries to call Popatlal, but finds a shocking letter from him instead. What’s in that letter? Watch this episode to find out.",21 mins,30 Nov 2020
47,3048,Taarak’s Plan To Bring Back Popatlal,"The news of Popatlal’s departure shocks the entire Gokuldham. At the same time, Bhide learns how Popatlal risked his life to save a kid, leading to an accident. Later, when the society members discover that Popatlal also saved a woman from her manhandling husband, they feel proud of their reporter friend. So, in order to make Popatlal return to Gokuldham, Taarak and team devise a plot. Find out what Gokuldham residents are upto, in this episode.",20 mins,01 Dec 2020
48,3049,Jethalal’s Police Complaint Against Popatlal,"To make his dear friend, Popatlal, return to Gokuldham, Jethalal files a fake complaint against him at the police station. The cops bring back an arrested Popatlal and scold Jethalal for lodging a fake complaint. Everyone in the society feels glad when Popatlal informs them about his job reinstatement. But their happiness remains short-lived, as Popatlal also tells them about his plan to move to Kerala. Check out this exciting episode of Taarak Mehta Ka Ooltah Chashmah right now.",21 mins,02 Dec 2020
49,3050,Bhide’s Sakharam Gets A New Look,"Bhide is in the society compound and he badly misses his scooter. That’s  when Jethalal accidentally drops a vessel on his head and makes him furious. As if that’s not enough trouble for Jethalal, an annoying Bagha visits his house and informs him about a job for Popatlal. Later, Sodhi works his magic on Bhide’s Sakharam and brings it back to Gokuldham in a brand new avatar.",21 mins,03 Dec 2020
50,3051,"Tapu’s Prank, Champaklal’s Scoldings","Though staying at home seems fun in the beginning, boredom eventually seeps in. While playing at the clubhouse, Tapu Sena discusses how things have become mundane and how there is nothing exciting to do. So, to ward away the boredom, Tapu plays a prank on Bhide. Meanwhile, Jethalal becomes the target of Champaklal’s ire. After receiving a good amount of scoldings from Champaklal, another problem awaits Jethalal. Tune into this episode to know more.",20 mins,04 Dec 2020
51,3052,Goli’s Pizza Dream,"In a match of table tennis between Goli and Tapu, Goli wins. Being the winner, he demands that Tapu should treat him to a pizza. Tapu readily agrees and plans for a little pizza get-together with his friends, the next afternoon. But meanwhile, Goli, in his excitement, starts dreaming about pizza. What does he do about this dream? Also, Abdul has an important news for the residents. What is it? Find out in this episode.",21 mins,07 Dec 2020
52,3053,"Abdul, The Messenger","Abdul doesn’t waste time to inform Bhide that there is a case of Covid-19 in Gokuldham’s neighbouring society. Bhide, as a precautionary measure, restricts all movements in and out of the society, and issues a strict order to all residents, that they should not step out unless urgent. Hearing this, Tapu Sena is sad. Why? Find out in this episode.",20 mins,08 Dec 2020
53,3054,Tapu Sena’s Pizza Party,"Tapu Sena is craving pizza. But no thanks to the pandemic times, they are neither allowed to step out, nor can anything be brought into Gokuldham without Bhide’s permission. Disheartened by the new regulations at first, Tapu Sena soon finds a solution to overcome this hurdle. They approach Abdul and try to convince him to bring in pizza. Will Abdul help Tapu Sena enjoy a pizza party? Find out yourself, in this exciting episode.",21 mins,09 Dec 2020
54,3055,Tapu Sena’s Pizza Love,"Tapu Sena’s initial hurdle of getting a pizza from outside the premises is solved, when Abdul volunteers to help them. But things don’t look too promising when Bhide restricts them from using the clubhouse as their party venue. Feeling dejected, Tapu Sena begins to think of an option. Will they find a solution? Stay tuned to this episode to know.",20 mins,10 Dec 2020
55,3056,"Stoked Tapu Sena, Suspicious Bhide","Tapu Sena nearly lost hope when Bhide refused to give them the club house for their pizza party, but they soon find another hope in Mr. Mehta’s house. Tapu finds the keys and plans the party with Abdul’s help. But when everything is set and it appears that the pizza party is going to certainly happen, in an unfortunate turn of events, Abdul encounters Bhide. And his behaviour draws Bhide’s suspicion.",20 mins,11 Dec 2020
56,3057,Tapu Pranks Bhide,"Tapu, with his pranks, manages to save Abdul from Bhide. Abdul then manages to leave the pizza at Mr. Mehta’s house. Watch this episode to find out if Tapu Sena gets to enjoy the pizza party, or Bhide sees through his prank.",20 mins,14 Dec 2020
57,3058,Sonu’s Pizza Temptation,"Tapu Sena’s plan with Abdul turns out to be a successful one, as the pizzas finally make their way to Mehta Saab’s place. After smartly tricking Bhide, Tapu and Goli get to Mr. Mehta’s place, and wait for their other friends. Worried about her father’s watchful eye, Sonu keeps away from the scene. However, Tapu tries his level best to convince her to join the pizza party. Will Sonu give into the temptation and indulge in some pizza?",21 mins,15 Dec 2020
58,3059,Tapu Sena’s Pizza Party Busted,"While Tapu Sena is enjoying their pizza party at Mr. Mehta’s house, the news of his arrival reaches, and they flee from the scene. In a hurry, they leave behind the pizza box. Mr. Mehta, on arriving home, gets suspicious on seeing the pizza box. But Anjali thinks otherwise, when she catches him with the pizza box.",21 mins,16 Dec 2020
59,3060,Mr,"The empty pizza boxes left behind by the fleeing Tapu Sena, create a problem for Mr. Mehta. When Anjali catches him with those boxes, she blames him for breaking her trust. A fight ensues between the couple, and it draws the society members to the place. Just like Anjali, others also think that Mr. Mehta has lied to Anjali and ate the pizza. They taunt him for the same. What will Mr. Mehta do now?",21 mins,17 Dec 2020
60,3061,"Jetha, Mehta’s Saviour?","Tapu Sena’s pizza party creates trouble between Anjali and Taarak. After being at the receiving end of Anjali’s mistrust and the taunts of Gokuldham residents, Mehta Saab has no choice but to resort to Jetha’s help. Like a true friend, Jetha tries to explain to Anjali that Mehta Saab would never break her trust, and would never dare to lie to her. Will Anjali finally believe Taarak? Or will Taarak still have to struggle to prove his innocence? Tune into this hilarious episode to know.",22 mins,18 Dec 2020
61,3062,Mr,"Based on the doctor’s examination, it is clear that Mr. Mehta is innocent, and did not eat any pizza, as opposed to Anjali’s claim. If not Mr. Mehta, then who is behind the pizza binge? Additionally, Gokuldham sighs in relief, knowing that there are no more Covid-19 cases in the neighborhood. Find out the rest of the story in this entertaining episode.",22 mins,21 Dec 2020
62,3063,Jetha Lal Misses Daya,"Bapuji hides Jetha Lal’s phone, but he finds his phone, and starts missing Daya. So, he calls Sundar and asks him to send Daya right away. To his surprise, Sundar denies his request and tells him that it is still not the right time. Tapu Sena, on the other hand, seeks Bhide’s permission to organize a new year party.  Will Bhide give Tapu Sena the permission? Tune in to the episode to find out.",21 mins,22 Dec 2020
63,3064,Bhide-Jethalal At Loggerheads,"Bhide denies permission for the New Year Party, and Jetha backs him in this decision. Later, when Bhide, on Madhavi’s suggestion, calls for a meeting with the residents to discuss the New Year Party, Jetha loses his cool and gets into an argument with him. What will happen now? Find your answers in this hilarious episode.",20 mins,23 Dec 2020
64,3065,Gokuldham Splits Into Two!,"Gokuldham, once again, gets into a heated argument. This time, it is over the new year's party. While on one hand, a group supports Tapu Sena to throw the party, on the other hand, the remaining group backs Bhide’s suggestion. When Jethalal jumps from one team to another, both the factions decide to seek an unbiased Bapuji’s help. Will Gokuldham celebrate new year’s or not? Find out in this exciting episode.",20 mins,24 Dec 2020
65,3066,Champaklal Calls The Shots,"The debate with regards to the New Years Party makes its way to the stern and righteous Bapuji. With the final decision resting on his shoulders, Bapuji announces that the New Years Party will be held at Gokuldham, leaving everyone surprised. How will Bapuji organize the party? What’s brewing on his mind? Tune into this fun episode to find out.",21 mins,25 Dec 2020
66,3067,Bapuji’s Secret New Year’s Party,"Jetha tries to tell Bapuji that he can stay put for the preparations, in order to understand his plans, but in vain. After many failed attempts, he turns to Tapu, and manipulates him into fetching the needed information from Bapuji. Even Bhide tries his own tactics to learn of Bapuji’s mysterious plan. All of this makes everyone extra curious about what is actually on Bapuji’s mind.",21 mins,28 Dec 2020
67,3068,What’s Bapuji’s New Year’s Plan?,"Jethalal’s attempt of extracting information from Bapuji by speaking to him in a female voice doesn’t work out. Bapuji scolds him and puts down the phone. Parallelly, everyone is excited to know about Bapuji’s New Year party plans. Tune in to know what happens, as the residents gear up to welcome the New Year in Gokuldham.",21 mins,29 Dec 2020
68,3069,New Year Gift By Bapuji,"Finally all the residents of Gokuldham deck up and arrive for the New Year Party. They are very happy seeing the decorations and other arrangements done by Champaklal. But when they receive the New Year gifts, they are stunned. What’s the gift? Stay tuned to this episode to find out.",21 mins,30 Dec 2020
69,3070,New Year’s Celebration In Gokuldham,"Bapuji’s arrangements for the New Year’s Party are on point. The residents slip into the PPE kits and indulge in some fun games like - Search Your Partner. While everyone picks different partners, Babita and Iyer pick each other. Tune into this fun and festive episode to know who wins the game and how the residents enjoy their New Year’s Party.",20 mins,31 Dec 2020
70,3071,Goodbye 2020!,"Champaklal gives a speech on the hardships people have been in because of Coronavirus and he asks everyone to share what they learnt during the lockdown. Jethalal and other members go to the stage and talk about what all they have learnt. Later, everyone gives beautiful singing performances on the stage. Watch this episode and see how Gokuldham society says goodbye to 2020.",21 mins,01 Jan 2021
71,3072,"New Year, Same Jethalal","Jethalal is very excited to welcome the new year and comes out to his balcony to wish everyone in Gokuldham Society. Jethalal asks Iyer to gift Babitaji a new mobile phone for the new year. Later, Bapuji plays a prank on Jethalal and Tapu.",22 mins,04 Jan 2021
72,3073,Taarak Tired Of Dieting,"Taarak decides that it is 2021, and it is high time that he sold off Anjali's dieting books. Anjali refuses to give up any of her books and is adamant about continuing her dieting regime. Later, Jethalal shows up and helps the couple to resolve their issue.",20 mins,05 Jan 2021
73,3074,Taarak's Optimism,"Jethalal's assistance is not enough to pull Taarak out of his dieting problems. Though he lost the fight for better food, Taarak Mehta is optimistic that the year 2021 will be fruitful for him and everyone.",22 mins,06 Jan 2021
74,3075,Bhide's New Year,"Madhvi and Sonu play a prank on Bhide to lighten the mood and have a happy start to the new year. Later, Bhide sees a woman at Popatlal's balcony and assumes that he got married without informing anyone in the society.",21 mins,07 Jan 2021
75,3076,Suspense Of Popatlal's Wife,"Sodhi visits Bhide's flat to deliver the paneer they asked for and realizes that Bhide and his family seem upset. Bhide reveals that he thinks Popatlal got married in Kerala and has returned. Soon, everyone hears about this rumor, and Sodhi is all set to confront Popatlal.",20 mins,08 Jan 2021
76,3077,Jethalal Misunderstands The Situation,"Everyone brings Sodhi to Mehta’s house and starts discussing Popatlal. Tapu calls Jethalal to inform about marriage, Jethalal misunderstands the situation and assumes that Bhide got married. Jethalal gets shocked and he calls and informs Mr Mehta about the same.",21 mins,11 Jan 2021
77,3078,Jethalal And Mehta's Misunderstanding,"Jethalal and Mehta finally hear the rumor, but they misunderstand who has gotten married. They start chasing Bhide to teach him a lesson. Bapuji manages to stop Jethalal and tell him about the situation.",21 mins,12 Jan 2021
78,3079,Jethalal's Misunderstanding Cleared,"Jethalal and Mehta apologize to Bhide for their misunderstanding. Later, Bhide clears their misunderstanding by revealing what he witnessed at Popatlal's balcony. Everyone finally decides to give a grand welcome to Popatlal’s wife.",20 mins,13 Jan 2021
79,3080,Welcome Party For Popatlal's Wife,Everyone in the Gokuldham Society is planning a grand welcome with band-baja for Popatlal’s wife. Gokuldham people are all set to welcome and accept Popatal’s wife.,21 mins,14 Jan 2021
80,3081,Popatlal's Wife Celebrates,"Everyone in the Gokuldham Society is waiting to see Babitaji and Iyer's reaction to Popatlal’s marriage. Popatlal’s wife and other members of the society enjoy the celebration together. But, everyone has trouble communicating with her as they face a language barrier.",20 mins,15 Jan 2021
81,3082,Truth About Popatlal's Wife,"Everyone dances and enjoys with Popatlal’s wife at her welcome party. Soon, Popatlal joins all the men of the society and tells them about his arrival late at night. Later, Popatlal clears a misunderstanding about the woman who is residing at his house.",20 mins,18 Jan 2021
82,3083,Popatlal's Journalism Award,"Everyone talks about the situation and clears the confusion of Popatlal’s wife. Later, Popatlal reveals that he has won a journalism award. Everyone congratulates him and turn the welcome party into the award celebration party.",21 mins,19 Jan 2021
83,3084,Jethalal's Documents Ruined,"Sodhi and Popatlal play a prank on Bhide. Later, Mehta visits Jethalal’s house, and in the meantime, Iyer comes with a box of Rasgulla. Iyer accidentally drops tea on Jethalal's documents, and Jethalal tells him that they were important documents that will cost him five lakh rupees.",21 mins,20 Jan 2021
84,3085,Taarak And The Rasgulla,"Jethalal plots to pull Iyer’s leg, but Bapuji interferes and puts an end to Jethalal’s plans. Taarak did not eat any rasgulla as Tappu ate them all so, he rushes to his house to have some. However, Anjali does not allow him to have them, and he has to beg and convince her to let him have some.",21 mins,21 Jan 2021
85,3086,Taarak's Quest For Rasgulla,"After all the begging and pleading for the Rasgulla, Anjali challenges Taarak to find the rasgulla that she has hidden. Taarak finds the rasgulla’s box but, just as he is about to eat it, Golli comes and stops him. Now, Taarak has to compete with Golli for the rasgulla.",21 mins,22 Jan 2021
86,3087,Republic Day Preparations,"Bhide gives an advance to Dubey Ji for the Republic Day decoration and, Tapu Sena gives an advance to Chandan Ji for the same and, both refuse to take the advance money back. Everyone is very excited for Republic Day. Mahila Mandal meets at Daya's house for the Republic Day meeting and, they all come up with a special plan for the special day but, decide to keep it a secret from the Purush Mandal.",21 mins,25 Jan 2021
